backers,category,currency,description,goal,main_category,names,pledged,proj_details,status
37,publishing|nonfiction,£,"Two genealogical booklets regarding individuals from Point, Lewis.",500,publishing,"New genealogical research from the Isle of Lewis, Scotland.",726,"
					Backers: 37,
					Funding: £726 of £500 (,145% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
162,,$,"A deck of dark, twisted and funny oracle cards, that can give awful advice.",8000,games,Bad Kardma: The Oracle Deck for A**holes,9318,"
					Backers: 162,
					Funding: $9,318 of $8,000 (,116% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
111,food|drinks,£,"Our hassle free monthly coffee subscription box showcases a variety of independent, sustainable, and tasty coffee roasters!",3000,food,WOKE coffee box: Discover a variety of coffee every month!,3956,"
					Backers: 111,
					Funding: £3,956 of £3,000 (,131% funded,),
					Campaign Dates: May 6th -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Closed
421,games|tabletop games,£,It's all about the veg in this addictive and light-strategy card game for the whole family,4000,games,Plotalot – a new card game for the whole family!,13214,"
					Backers: 421,
					Funding: £13,214 of £4,000 (,330% funded,),
					Campaign Dates: May 6th -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Closed
1,music|world music,£,MYGIG is an online platform for street performers and musicians to upload content and earn money.,12000,music,MYGIG the platform for Msicians and street performers,1,"
					Backers: 1,
					Funding: £1 of £12,000 (,0% funded,),
					Campaign Dates: May 6th -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Closed
232,film & video|shorts,$,"5150 is a story for our times, about the power of modern celebrity and the complexities of race and mental health in America.",25000,film & video,5150 - Short Film,33239,"
					Backers: 232,
					Funding: $33,239 of $25,000 (,132% funded,),
					Campaign Dates: May 14th -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Closed
87,publishing|art books,,Boken om Österängens Konsthall,,publishing,Allt för konsten,,"
					Backers: 87,
					Funding: kr53,159 of kr50,000 (,106% funded,),
					Campaign Dates: May 6th -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Closed
73,design|product design,$,"Antibacterial products for skin, surfaces, pets and your surroundings.",10000,design,Sunytizer | Sanitize Everything & the Dog,10373,"
					Backers: 73,
					Funding: $10,373 of $10,000 (,103% funded,),
					Campaign Dates: May 1st -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Closed
1,photography|photobooks,£,"This book is a collection of 記録 (documents), in the form of several short essays and photographs from the year 2018.",225,photography,Mind. - a personal documentation in Tokyo,1,"
					Backers: 1,
					Funding: £1 of £225 (,0% funded,),
					Campaign Dates: May 6th -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Cancelled
4,,$,"Herbal sachets to enhance your magickal practice, homemade bath salts, and custom homemade rune sets.",2000,crafts,Black Orchid Rune Spells: Custom Magickal Crafts,52,"
					Backers: 4,
					Funding: $52 of $2,000 (,2% funded,),
					Campaign Dates: April 6th -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Closed
12,,$,Cute sleeping duck hard enamel pin.,550,art,Duck Enamel Pin,236,"
					Backers: 12,
					Funding: $236 of $550 (,42% funded,),
					Campaign Dates: May 21st -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Closed
40,design|product design,$,Exercise equipment which delivers over 75 various exercises for full body workouts ideal for any fitness level.,30000,design,Power Exercise Box - Full Workout in a Box,2917,"
					Backers: 40,
					Funding: $2,917 of $30,000 (,9% funded,),
					Campaign Dates: April 20th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
20,games|live games,$,Which one of your 8 friends will solve the murder of the Wizard of Starshine Castle? Playable live or over videoconference.,1200,games,Murder Mystery Party Game: The Master Librarian's Apprentice,1291,"
					Backers: 20,
					Funding: $1,291 of $1,200 (,107% funded,),
					Campaign Dates: May 4th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
11,technology|space exploration,$,Toroidal Electromagnetic Thruster (TET),580000,technology,New Technology for Aerospace Propulsion,298,"
					Backers: 11,
					Funding: $298 of $580,000 (,0% funded,),
					Campaign Dates: April 15th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
236,design|product design,$,"Help us create plastic-free packaging to reshape our company, the body care industry, and the future of our planet.",100000,design,Alpine Provisions: Life After Plastic,41698,"
					Backers: 236,
					Funding: $41,698 of $100,000 (,41% funded,),
					Campaign Dates: April 19th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Cancelled
1,music|r&b,$,"Aspiring R&B Pop Artist, Inhyeon, is starting her debut single and album project.",350,music,Inhyeon's Debut Single & Album,1,"
					Backers: 1,
					Funding: $1 of $350 (,0% funded,),
					Campaign Dates: April 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
3,games|video games,$,"Metroidvania RPG with over 1,000 enemies and 27 playable civilizations!",4000,games,Epoch of Aegis,21,"
					Backers: 3,
					Funding: $21 of $4,000 (,0% funded,),
					Campaign Dates: April 28th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Cancelled
15,design|product design,$,Protect your family and our frontline heroes with this no-sew face mask during this coronavirus pandemic.,10000,design,Makeshift Mask: Donating Face Masks to Healthcare Facilities,741,"
					Backers: 15,
					Funding: $741 of $10,000 (,7% funded,),
					Campaign Dates: May 6th -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Closed
16,technology|software,,Find real software vulnerability that is not diagnosed by Cppcheck yet and ensure that will be found,,technology,Diagnose buffer overflow CVE,,"
					Backers: 16,
					Funding: kr6,349 of kr4,000 (,158% funded,),
					Campaign Dates: May 6th -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Closed
1529,games|tabletop games,$,"2 Exclusive Designs of Playmats compatible with Frosthaven & Gloomhaven, 3 different sizes to choose from.",15000,games,Non-Official Frosthaven and Gloomhaven compatible playmats,138236,"
					Backers: 1529,
					Funding: $138,236 of $15,000 (,921% funded,),
					Campaign Dates: May 5th -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Closed
135,games|tabletop games,€,Fantasy Football Cheerleader Team,1000,games,Loec Priestesses - Half Elf Cheerleaders Team,5181,"
					Backers: 135,
					Funding: €5,181 of €1,000 (,518% funded,),
					Campaign Dates: May 16th -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Closed
3,technology|apps,$,An app made specifically for college students who want to hang out or hook up at night.,16000,technology,U UP?,3,"
					Backers: 3,
					Funding: $3 of $16,000 (,0% funded,),
					Campaign Dates: May 6th -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Closed
209,games|playing cards,$,Japanese traditional Seigaiha design modernised into a sleek and simple playing cards.,15000,games,Shiba Seigaiha - Japanese playing cards,11156,"
					Backers: 209,
					Funding: $11,156 of $15,000 (,74% funded,),
					Campaign Dates: May 1st -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Closed
1,design|product design,$,We are disrupting the dairy aisle: sustainable biodegrade and compostable packaging for our Greek yogurt. Good for you. Good for Earth.,12000,design,Bob's Natural: First Yogurt in a 100% biodegradable cup,1,"
					Backers: 1,
					Funding: $1 of $12,000 (,0% funded,),
					Campaign Dates: April 6th -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Cancelled
815,games|tabletop games,$,Tribune: Primus Inter Pares & Expansion with new mechanisms & features!,8000,games,Tribune - A Remastered Classic,50353,"
					Backers: 815,
					Funding: $50,353 of $8,000 (,629% funded,),
					Campaign Dates: May 19th -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Closed
12,games|tabletop games,£,"Large resin beasts for gaming, painting and collecting suitable for many scales.",300,games,Beasts of Outland: 2 'The Giants!',566,"
					Backers: 12,
					Funding: £566 of £300 (,188% funded,),
					Campaign Dates: May 26th -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Closed
679,technology|gadgets,,"OFFICIALLY LAUNCH ON APR. 29TH 7AM PDT! Take notes repeatedly on NEWYES LCD pad without wasting paper, then sychronize with the device.",,technology,SyncPen - NEWYES 2nd Generation Smart Pen,,"
					Backers: 679,
					Funding: HK$613,376 of HK$20,000 (,3066% funded,),
					Campaign Dates: April 29th -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Closed
209,technology|gadgets,$,Kiko makes it unique compared to the other analog measurement. Be ready for some awesomeness this “Laser” brings.,30000,technology,Kiko : The World's First Laser Height Measurer & Smart Scale,35579,"
					Backers: 209,
					Funding: $35,579 of $30,000 (,118% funded,),
					Campaign Dates: April 20th -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Cancelled
46,,€,Building a studio for our community based online radio station,3000,music,Keith F'eM studio build,3091,"
					Backers: 46,
					Funding: €3,091 of €3,000 (,103% funded,),
					Campaign Dates: May 6th -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Closed
4,design|product design,£,"Our Brand New Collection of multi-functional wallets, the slimline pro and slimline pro duo. Multi functional, strong and robust!",320,design,Mk1 Slimline Pro & Duo Pro Multifunctional Wallet,320,"
					Backers: 4,
					Funding: £320 of £320 (,100% funded,),
					Campaign Dates: April 6th -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Closed
5,games|video games,$,a 4 vs 1 Asymmetrical horror game where you play as a either a Killer on a benevolent rage or a Camper just trying to survive.,70000,games,Not Alive by Sunrise,102,"
					Backers: 5,
					Funding: $102 of $70,000 (,0% funded,),
					Campaign Dates: May 5th -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Closed
10401,technology|3d printing,,"CR-6 SE, a workhorse designed for who defines creativity, makes 3D printing ever easier before.",,technology,Creality CR-6 SE Leveling-free DIY 3D Printer Kit,,"
					Backers: 10401,
					Funding: HK$33,950,568 of HK$775,402 (,4378% funded,),
					Campaign Dates: May 6th -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Closed
115,games|tabletop games,€,"Campaign for SiFi Fantasy and Modern Tabletop Games. easy 3D Print STL-Files, Titan Wall, Outpost, Modular Buildings & Accessoires",30,games,Support free STL 3D-printable 6mm-8mm scenery and terrain,5201,"
					Backers: 115,
					Funding: €5,201 of €30 (,17336% funded,),
					Campaign Dates: May 9th -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Closed
7,comics|comic books,,"The story takes place in planet Pandae, where five powerful crystal stones exist. Everybody wants a bite of the newly found stones.",,comics,Pandea Stones - the discovery of the powerful stones,,"
					Backers: 7,
					Funding: kr481 of kr40,000 (,1% funded,),
					Campaign Dates: April 22nd -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Closed
12,crafts|stationery,$,"Hey guys,
I want to try and make these three fruits basket pin trio a reality.",850,crafts,Fruits basket friends,967,"
					Backers: 12,
					Funding: $967 of $850 (,113% funded,),
					Campaign Dates: May 21st -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Closed
5,games|mobile games,$,Welcome to Gary's World. A unique series of mobile arcade games soon to be released.,750,games,Gary's World,34,"
					Backers: 5,
					Funding: $34 of $750 (,4% funded,),
					Campaign Dates: May 21st -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Closed
59,games|tabletop games,$,A new series of resin cast 28mm -32mm Shanty Town buildings focusing on the River Front.,7500,games,Shanty Town II: Up River,23807,"
					Backers: 59,
					Funding: $23,807 of $7,500 (,317% funded,),
					Campaign Dates: May 15th -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Closed
402,,$,"Supports Dual 4K@60Hz displays, 96W upstream charging and plug & play macOS setup with 12 ports for unlimited connectivity.",10000,technology,"iVANKY, A Truly Optimized Dual 4K@60Hz MacBook Pro Docking",51794,"
					Backers: 402,
					Funding: $51,794 of $10,000 (,517% funded,),
					Campaign Dates: May 6th -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Closed
50,technology|wearables,,TWS Earbuds & Smart Watch Band; Long Battery Life: 7 DAYS; BL 5.0;  Fitness Tracking,,technology,Mumkair Store your Earbuds on your Wrist,,"
					Backers: 50,
					Funding: HK$19,145 of HK$46,500 (,41% funded,),
					Campaign Dates: April 21st -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Cancelled
153,music|country & folk,£,"Flowers Where The Horses Sleep, an album of original songs.",5500,music,Help release Joshua Burnell's next album.,5832,"
					Backers: 153,
					Funding: £5,832 of £5,500 (,106% funded,),
					Campaign Dates: May 6th -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Closed
65,technology|gadgets,£,KoronaGadget~every day carry (EDC) solution to open doors etc without touching with your hands. With silver ion antimicrobial coating!,3000,technology,KoronaGadget - be touch free!,6920,"
					Backers: 65,
					Funding: £6,920 of £3,000 (,230% funded,),
					Campaign Dates: May 6th -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Closed
175,music|country & folk,£,"Strange folk for strange times, London folk trio TEYR returns after a long hiatus with an album of wild intent.",6000,music,TEYR - Second Album Estren,6794,"
					Backers: 175,
					Funding: £6,794 of £6,000 (,113% funded,),
					Campaign Dates: May 6th -> June 5th (2020),
					Closed: Friday June 5th, 2020,
				",Closed
