backers,category,currency,description,goal,main_category,names,pledged,proj_details,status
3881,games|tabletop games,$,Our 7th Edition Crokinole Board will include many of our past great features plus the added holder for scoring 20s during play.,5000,games,Mayday 2020 Crokinole Board 2-4 Player: Maple or Rosewood!,394728,"
					Backers: 3881,
					Funding: $394,728 of $5,000 (,7894% funded,),
					Campaign Dates: June 24th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
50,games|puzzles,$,"750 Piece Puzzle sized at 20x27"". Everywhere there are faces ...even when looking upside down! A puzzle to get lost in and smile over.",5000,games,1001 Faces,1804,"
					Backers: 50,
					Funding: $1,804 of $5,000 (,36% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
4,games|tabletop games,$,Manage a former music star on a hilarious world-wide comeback tour.,10000,games,Neurotic Rockers,84,"
					Backers: 4,
					Funding: $84 of $10,000 (,0% funded,),
					Campaign Dates: June 15th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Cancelled
163,technology|wearables,,Reusable up to 5 times | ≥ 99% Superior Filtration l PM0.075 Efficient protection,,technology,"Reusable, Breathable & Superior Protection Nano Mask",,"
					Backers: 163,
					Funding: HK$198,708 of HK$77,503 (,256% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
64,art|illustration,€,Harry Potter pin’s collection !,400,art,Hogwarts School Supplies Enamel Pin’s,1356,"
					Backers: 64,
					Funding: €1,356 of €400 (,339% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
1,crafts|glass,$,"Sub Surface Printing, I will be using a special designed laser printer to engrave photographs, and other graphic designs into crystal.",9000,crafts,Personalized 3D Crystal Photo Printing,1,"
					Backers: 1,
					Funding: $1 of $9,000 (,0% funded,),
					Campaign Dates: May 17th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
193,design|product design,$,"Promistyx presents: the ""Death Blow"" Cannon Tiki Mug. A 6.25"" tall ceramic mug in collaboration with Bauer Pottery.",20000,design,"""Death Blow"" Cannon Tiki Mug",28030,"
					Backers: 193,
					Funding: $28,030 of $20,000 (,140% funded,),
					Campaign Dates: May 30th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
201,comics|comic books,$,The next wave of comics from Gallant Comics!,3000,comics,Gallant Comics Returns with THREE new comics!,4774,"
					Backers: 201,
					Funding: $4,774 of $3,000 (,159% funded,),
					Campaign Dates: June 15th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
194,games|tabletop games,£,A fantasy artbook / RPG phrasebook.,350,games,Things Heroes Say,6870,"
					Backers: 194,
					Funding: £6,870 of £350 (,1962% funded,),
					Campaign Dates: June 17th -> July 17th (2020),
					Closed: Friday July 17th, 2020,
				",Closed
7,fashion|apparel,$,Embrace the bizarre with the first piece of wearable art from Snow Wulf Art,3000,fashion,Android: A New Shirt/Print From Snow Wulf Art,341,"
					Backers: 7,
					Funding: $341 of $3,000 (,11% funded,),
					Campaign Dates: June 17th -> July 17th (2020),
					Closed: Friday July 17th, 2020,
				",Closed
71,food|farms,$,Helping Hand Farms. Broader Reaching Through Growing,25000,food,Jersey tomatoes to your door and so much more,6936,"
					Backers: 71,
					Funding: $6,936 of $25,000 (,27% funded,),
					Campaign Dates: May 18th -> July 17th (2020),
					Closed: Friday July 17th, 2020,
				",Closed
2,games|video games,£,"Pop up VR Battle Arena for 4-6 players, Team Work In VR, Spectator e-sport.",37800,games,Mobile Virtual Reality E-Sports Arena from VR king,6,"
					Backers: 2,
					Funding: £6 of £37,800 (,0% funded,),
					Campaign Dates: May 18th -> July 17th (2020),
					Closed: Friday July 17th, 2020,
				",Closed
156,games|puzzles,$,"Introducing our two newest 1000 piece jigsaw puzzles, ""Red Dragonfly in Otaki"" by NOEYEBROW and  ""World Tree"" by Magewappa Z.",5000,games,Playing Grounded Puzzles 2020 Releases,6465,"
					Backers: 156,
					Funding: $6,465 of $5,000 (,129% funded,),
					Campaign Dates: June 17th -> July 17th (2020),
					Closed: Friday July 17th, 2020,
				",Closed
1936,games|tabletop games,$,"The Game of Absurdly Funny Charts for Classrooms, Families, and Even Your Grandma",10000,games,Charty Party: All Ages Edition — Absurdly Funny Charts Game,81482,"
					Backers: 1936,
					Funding: $81,482 of $10,000 (,814% funded,),
					Campaign Dates: June 16th -> July 17th (2020),
					Closed: Friday July 17th, 2020,
				",Closed
3,,£,Help us save the planet and get the message out to pet owners about our award winning handcrafted organic dog products,50000,crafts,Saving the planet one dog wash at a time. K9 Organics,99,"
					Backers: 3,
					Funding: £99 of £50,000 (,0% funded,),
					Campaign Dates: May 18th -> July 17th (2020),
					Closed: Friday July 17th, 2020,
				",Cancelled
109,games|tabletop games,£,"A simple, fun game for weirdos of any age. Play with family, play with friends, play with advanced pets.",2480,games,How Am I Weird,6154,"
					Backers: 109,
					Funding: £6,154 of £2,480 (,248% funded,),
					Campaign Dates: June 12th -> July 17th (2020),
					Closed: Friday July 17th, 2020,
				",Closed
114,,$,"FAN A CAKE™ is the fun, chill way to make a statement on your birthday and blow out the candles in a sanitary fashion.",3500,crafts,FAN A CAKE™,4974,"
					Backers: 114,
					Funding: $4,974 of $3,500 (,142% funded,),
					Campaign Dates: June 9th -> July 17th (2020),
					Closed: Friday July 17th, 2020,
				",Closed
6,music|country & folk,$,"An new album of songs, from my heart to yours.",20,music,No Fun Dog Sled Ride,68,"
					Backers: 6,
					Funding: $68 of $20 (,340% funded,),
					Campaign Dates: July 10th -> July 17th (2020),
					Closed: Friday July 17th, 2020,
				",Closed
1,technology|hardware,$,Nous voulons créer des liens entre le monde digital et la nature. Nous plantons votre arbre lorsque vous achetez une montre chez nous.,111200,technology,Essenciel Switzerland Treewatches,1,"
					Backers: 1,
					Funding: $1 of $111,200 (,0% funded,),
					Campaign Dates: June 7th -> July 17th (2020),
					Closed: Friday July 17th, 2020,
				",Closed
36,,$,I am creating a 100-150 page memoir/biography about my life with asperger's - and how cats saved me from suicide and depression.,1000,publishing,Aspergers: what cats taught me about hope & never giving up,1085,"
					Backers: 36,
					Funding: $1,085 of $1,000 (,108% funded,),
					Campaign Dates: June 17th -> July 17th (2020),
					Closed: Friday July 17th, 2020,
				",Closed
6,technology|apps,$,An App That Allows Teenagers to use Social Media Safely!,97000,technology,Don't Press Send App,439,"
					Backers: 6,
					Funding: $439 of $97,000 (,0% funded,),
					Campaign Dates: June 2nd -> July 17th (2020),
					Closed: Friday July 17th, 2020,
				",Cancelled
1376,design|product design,£,Gaze into the abyss and absorb >99.9% of visible light with our precision engineered nanotech objects.,10000,design,SINGULARITY V3 - The blackest objects we've ever created,123069,"
					Backers: 1376,
					Funding: £123,069 of £10,000 (,1230% funded,),
					Campaign Dates: May 18th -> July 17th (2020),
					Closed: Friday July 17th, 2020,
				",Closed
59,art|digital art,€,"Collection of keycaps for mechanical keyboards
 (Downloadable digital files for 3d printers)",1500,art,Fantasy Keycaps,1813,"
					Backers: 59,
					Funding: €1,813 of €1,500 (,120% funded,),
					Campaign Dates: May 18th -> July 17th (2020),
					Closed: Friday July 17th, 2020,
				",Closed
1,fashion|apparel,$,"High quality, affordable, clothing with hi-tech digitally printed professionally made designs.",9162,fashion,NewEarthUtopia,1,"
					Backers: 1,
					Funding: $1 of $9,162 (,0% funded,),
					Campaign Dates: June 17th -> July 17th (2020),
					Closed: Friday July 17th, 2020,
				",Cancelled
716,design|product design,$,Bushcraft hatchet great for camping. Good weight to chop through wood with ease. Crafted by hand using high carbon steel & exotic wood.,5000,design,SIAM KHWAN - Hand Forged Bushcraft Hatchet,55690,"
					Backers: 716,
					Funding: $55,690 of $5,000 (,1113% funded,),
					Campaign Dates: June 16th -> July 17th (2020),
					Closed: Friday July 17th, 2020,
				",Closed
11,photography|fine art,$,Wearing masks to express our inner feelings and desires.,200,photography,"""Project UnderMask"" - Bodypaint photos - Emma",401,"
					Backers: 11,
					Funding: $401 of $200 (,200% funded,),
					Campaign Dates: June 28th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
1,,$,A collection of essays on self-improvement and navigating life amidst a pandemic.,5000,publishing,Stuck in a Box,1,"
					Backers: 1,
					Funding: $1 of $5,000 (,0% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
1,,,El arte de conservar y crear con las manos productos únicos y deliciosos que nos recuerdan al amor de los abuelos.,,food,CONSERVAS MI PANCHITA,,"
					Backers: 1,
					Funding: MX$19 of MX$11,000 (,0% funded,),
					Campaign Dates: June 17th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
125,fashion|accessories,$,"This virtually indestructible belt saves cows and makes a different to Earth. It won't crack at the holes. And, it lasts a LONG time.",7500,fashion,Belt of Orion - Vegan Belt,9819,"
					Backers: 125,
					Funding: $9,819 of $7,500 (,130% funded,),
					Campaign Dates: June 22nd -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
24,technology|wearables,$,"The FlexiPec is a product designed for transmasculine individuals, that will change the direction of binding.",824,technology,Self-Made Prosthetics: The FlexiPec,992,"
					Backers: 24,
					Funding: $992 of $824 (,120% funded,),
					Campaign Dates: May 27th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
78,games|live games,$,The table tennis game set that allows you to play ping pong in infinite ways!,10000,games,Infiniti Pong,2500,"
					Backers: 78,
					Funding: $2,500 of $10,000 (,25% funded,),
					Campaign Dates: May 17th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Cancelled
219,publishing|nonfiction,$,Beautiful 12-month dated journal/planner highlighting Women of Color in history but welcoming ALL women into a space of wellness & joy.,7500,publishing,Brave Sis 2021 Journey-Journal,24551,"
					Backers: 219,
					Funding: $24,551 of $7,500 (,327% funded,),
					Campaign Dates: June 18th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
214,games|mobile games,$,"A wickedly fun story game where you practice being a hero—dealing with conflict, race, bullying, etc.— & then apply it to real life!",15650,games,"W!CKED SAiNTS' interactive story game: ""Pathways""",26780,"
					Backers: 214,
					Funding: $26,780 of $15,650 (,171% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
6,art|digital art,$,Animal Crossing photo-domed villager pins.,250,art,Cutesy Villager Pins,191,"
					Backers: 6,
					Funding: $191 of $250 (,76% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
171,games|tabletop games,$,Hardwood Cards to Track Your Abilities and Spells,500,games,D&D 5E Character Cards,12451,"
					Backers: 171,
					Funding: $12,451 of $500 (,2490% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
666,games|tabletop games,$,"To stop the criminals trying to take over the City, you’ll have to become one of them. Risk it all in this tense game for 1-4 agents.",45000,games,In Too Deep,44317,"
					Backers: 666,
					Funding: $44,317 of $45,000 (,98% funded,),
					Campaign Dates: June 23rd -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Cancelled
30,music|electronic music,$,The realization of a lifelong dream to release music as a solo artist.,850,music,"Goth Hymns , Vol. 1 : Dark",909,"
					Backers: 30,
					Funding: $909 of $850 (,106% funded,),
					Campaign Dates: June 1st -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
17,,$,Star Wars Inspired Enamel Pin.,600,art,Leia The Slayer Fantasy Pin,807,"
					Backers: 17,
					Funding: $807 of $600 (,134% funded,),
					Campaign Dates: May 17th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
7,,£,"A series of interdisciplinary events on Black British culture, using film screenings, panel discussions and art to curate unique spaces",700,social practice,Hair Noir: Speaking through styles,31,"
					Backers: 7,
					Funding: £31 of £700 (,4% funded,),
					Campaign Dates: May 18th -> July 17th (2020),
					Closed: Friday July 17th, 2020,
				",Closed
1,,£,The official autobiography of Ken O'Keefe,6921,publishing,To write a book and auto publish it,1,"
					Backers: 1,
					Funding: £1 of £6,921 (,0% funded,),
					Campaign Dates: June 17th -> July 17th (2020),
					Closed: Friday July 17th, 2020,
				",Cancelled
267,,€,"The first refillable, limited edition fragrance",27900,crafts,CYCLE by VIOLET,30646,"
					Backers: 267,
					Funding: €30,646 of €27,900 (,109% funded,),
					Campaign Dates: June 2nd -> July 17th (2020),
					Closed: Friday July 17th, 2020,
				",Closed
479,games|video games,$,"Explore and save a beautiful world and redeem yourself in the process. Spiritual successor to Ultima, inspired by other old-school RPGs",20000,games,Corven - Path of Redemption,40647,"
					Backers: 479,
					Funding: $40,647 of $20,000 (,203% funded,),
					Campaign Dates: June 22nd -> July 17th (2020),
					Closed: Friday July 17th, 2020,
				",Closed
2,,¥,"A replacement arca foot compatible with Sigma 150-600 Sport, Sigma 60-600 Sport and Sigma 500 Sport Telephoto lens.",1000000,photography,STAFS,16109,"
					Backers: 2,
					Funding: ¥16,109 of ¥1,000,000 (,1% funded,),
					Campaign Dates: June 17th -> July 17th (2020),
					Closed: Friday July 17th, 2020,
				",Closed
